no,Date,Time,Currency,Impact,News description,Actual,Forecast,Previous,Revised from,FF event ID
24413,2012-07-25,9:00,EUR,M,Belgian NBB Business Climate,-11.3,-13.5,-13.2,,39735
24414,2012-07-25,10:00,USD,H,New Home Sales,350K,372K,382K,369K,41140
24415,2012-07-25,10:00,USD,M,Treasury Sec Geithner Speaks,,,,,44109
24416,2012-07-25,10:30,USD,M,Crude Oil Inventories,2.7M,-0.1M,-0.8M,,41625
24417,2012-07-25,17:00,NZD,H,Official Cash Rate,2.50%,2.50%,2.50%,,38813
24418,2012-07-25,17:00,NZD,H,RBNZ Rate Statement,,,,,38814
24419,2012-07-25,19:50,JPY,L,SPPI y/y,-0.30%,0.00%,0.10%,,38987
24420,2012-07-25,20:10,JPY,M,BOJ Gov Shirakawa Speaks,,,,,43967
24421,2012-07-26,2:00,EUR,L,German Import Prices m/m,-1.50%,-0.60%,-0.70%,,39901
24422,2012-07-26,2:00,EUR,M,GfK German Consumer Climate,5.9,5.9,5.8,,40693
24423,2012-07-26,4:00,EUR,L,Italian Retail Sales m/m,-0.20%,-0.10%,-1.70%,-1.60%,40813
24424,2012-07-26,4:00,EUR,L,Private Loans y/y,-0.20%,-0.20%,-0.10%,,41753
24425,2012-07-26,4:00,EUR,M,M3 Money Supply y/y,3.20%,2.90%,3.10%,2.90%,41755
24426,2012-07-26,5:30,EUR,H,ECB President Draghi Speaks,,,,,44112
24427,2012-07-26,8:30,USD,H,Core Durable Goods Orders m/m,-1.10%,0.10%,0.80%,0.40%,41084
24428,2012-07-26,8:30,USD,H,Unemployment Claims,353K,381K,388K,386K,39829
24429,2012-07-26,8:30,USD,M,Durable Goods Orders m/m,1.60%,0.40%,1.60%,1.10%,41082
24430,2012-07-26,10:00,USD,H,Pending Home Sales m/m,-1.40%,0.60%,5.40%,5.90%,41199
24431,2012-07-26,10:00,USD,M,Treasury Sec Geithner Speaks,,,,,44110
24432,2012-07-26,10:30,USD,L,Natural Gas Storage,26B,26B,28B,,39777
24433,2012-07-26,19:30,JPY,L,National Core CPI y/y,-0.20%,0.00%,-0.10%,,38733
24434,2012-07-26,19:30,JPY,M,Tokyo Core CPI y/y,-0.60%,-0.60%,-0.60%,,38734
24435,2012-07-26,19:50,JPY,M,Retail Sales y/y,0.20%,1.20%,3.60%,,39036
24436,2012-07-27,0:01,EUR,M,German Prelim CPI m/m [All Day],0.40%,0.40%,-0.10%,,40725
24437,2012-07-27,3:00,CHF,M,KOF Economic Barometer,1.43,1.24,1.15,1.16,39306
24438,2012-07-27,3:00,EUR,M,Spanish Unemployment Rate,24.60%,24.70%,24.40%,,43883
24439,2012-07-27,8:30,USD,H,Advance GDP q/q,1.50%,1.50%,1.90%,2.20%,41014
24440,2012-07-27,8:30,USD,M,Advance GDP Price Index q/q,1.60%,1.60%,2.00%,1.50%,41015
24441,2012-07-27,9:55,USD,L,Revised UoM Inflation Expectations,3.00%,,2.80%,,38849
24442,2012-07-27,9:55,USD,M,Revised UoM Consumer Sentiment,72.3,72,72,,38846
24443,2012-07-29,18:45,NZD,M,Building Consents m/m,5.70%,,-7.20%,-7.10%,40143
24444,2012-07-29,19:50,JPY,M,Prelim Industrial Production m/m,-0.10%,1.60%,-3.40%,-3.10%,39034
24445,2012-07-29,21:00,AUD,M,HIA New Home Sales m/m,2.80%,,0.70%,,41414
24446,2012-07-30,3:00,EUR,H,Spanish Flash GDP q/q,-0.40%,-0.40%,-0.30%,,43765
24447,2012-07-30,3:00,EUR,L,Spanish Flash CPI y/y,2.20%,1.70%,1.90%,,54158
24448,2012-07-30,4:10,EUR,L,Retail PMI,46.4,,48.3,,43642
24449,2012-07-30,4:30,GBP,L,M4 Money Supply m/m,-1.60%,0.30%,-0.10%,,40516
24450,2012-07-30,4:30,GBP,L,Mortgage Approvals,44K,49K,51K,,40596
24451,2012-07-30,4:30,GBP,M,Net Lending to Individuals m/m,0.3B,0.8B,1.1B,1.3B,40547
24452,2012-07-30,5:19,EUR,H,Italian 10-y Bond Auction,5.96|1.3,,5.82|1.7,,44113
24453,2012-07-30,6:00,GBP,M,CBI Realized Sales,11,17,42,,40668
24454,2012-07-30,19:01,GBP,M,GfK Consumer Confidence,-29,-28,-29,,40636
24455,2012-07-30,19:15,JPY,L,Final Manufacturing PMI,47.9,,49.9,,38692
24456,2012-07-30,19:30,JPY,L,Unemployment Rate,4.30%,4.40%,4.40%,,38710
24457,2012-07-30,19:30,JPY,M,Household Spending y/y,1.60%,3.00%,4.00%,,38711
24458,2012-07-30,21:00,NZD,H,ANZ Business Confidence,15.1,,12.6,,41711
24459,2012-07-30,21:30,AUD,H,Building Approvals m/m,-2.50%,-14.60%,27.00%,27.30%,39560
24460,2012-07-30,21:30,AUD,M,Private Sector Credit m/m,0.30%,0.40%,0.50%,,39174
24461,2012-07-30,21:30,JPY,M,Average Cash Earnings y/y,-0.60%,0.10%,-1.10%,-0.80%,39011
24462,2012-07-31,1:00,JPY,L,Housing Starts y/y,-0.20%,9.50%,9.30%,,39098
24463,2012-07-31,2:00,CHF,L,UBS Consumption Indicator,1.6,,1.02,1.05,38301
24464,2012-07-31,2:00,EUR,M,German Retail Sales m/m,-0.10%,0.60%,-0.30%,,39362
24465,2012-07-31,2:45,EUR,M,French Consumer Spending m/m,0.10%,0.20%,0.50%,0.40%,39386
24466,2012-07-31,3:55,EUR,M,German Unemployment Change,7K,9K,7K,,40694
24467,2012-07-31,4:00,EUR,L,Italian Monthly Unemployment Rate,10.80%,10.20%,10.60%,10.10%,40844
24468,2012-07-31,5:00,EUR,L,Italian Prelim CPI m/m,0.00%,0.30%,0.20%,,40843
24469,2012-07-31,5:00,EUR,M,CPI Flash Estimate y/y,2.40%,2.40%,2.40%,,41391
24470,2012-07-31,5:00,EUR,M,Unemployment Rate,11.20%,11.20%,11.20%,11.10%,41447
24471,2012-07-31,8:30,CAD,H,GDP m/m,0.10%,0.20%,0.30%,,41945
24472,2012-07-31,8:30,CAD,L,IPPI m/m,-0.30%,0.60%,-0.10%,0.00%,41976
24473,2012-07-31,8:30,CAD,M,RMPI m/m,-4.00%,-1.50%,-1.10%,-1.00%,41977
24474,2012-07-31,8:30,USD,L,Personal Income m/m,0.50%,0.50%,0.30%,0.20%,40913
24475,2012-07-31,8:30,USD,M,Core PCE Price Index m/m,0.20%,0.20%,0.10%,,40911
24476,2012-07-31,8:30,USD,M,Employment Cost Index q/q,0.50%,0.50%,0.40%,,41044
24477,2012-07-31,8:30,USD,M,Personal Spending m/m,0.00%,0.10%,-0.10%,0.00%,40912
24478,2012-07-31,9:00,USD,M,S+P/CS Composite-20 HPI y/y,-0.70%,-1.50%,-1.80%,-1.90%,41228
24479,2012-07-31,9:45,USD,M,Chicago PMI,53.7,52.6,52.9,,40373
24480,2012-07-31,10:00,USD,H,CB Consumer Confidence,65.9,61.5,62.7,62,38876
24481,2012-07-31,16:00,USD,M,Treasury Sec Geithner Speaks,,,,,44115
24482,2012-07-31,19:01,GBP,L,BRC Shop Price Index y/y,1.00%,,1.10%,,40203
24483,2012-07-31,19:21,AUD,L,AIG Manufacturing Index,40.3,,47.2,,38441
24484,2012-07-31,21:00,CNY,H,Manufacturing PMI,50.1,50.4,50.2,,38653
24485,2012-07-31,21:30,AUD,M,HPI q/q,0.50%,-0.50%,-0.10%,-1.10%,39600
24486,2012-07-31,22:30,CNY,M,Caixin Final Manufacturing PMI,49.3,,49.5,,38652
24487,2012-08-01,0:01,CHF,N,Bank Holiday [All Day],,,,,42031
24488,2012-08-01,0:01,USD,L,Total Vehicle Sales [All Day],14.1M,14.0M,14.1M,,39954
24489,2012-08-01,2:00,GBP,M,Nationwide HPI m/m,-0.70%,-0.10%,-0.60%,,40597
24490,2012-08-01,2:30,AUD,L,Commodity Prices y/y,-9.80%,,-9.90%,-10.50%,39187
24491,2012-08-01,3:15,EUR,M,Spanish Manufacturing PMI,42.3,,41.1,,43856
24492,2012-08-01,3:45,EUR,M,Italian Manufacturing PMI,44.3,44.2,44.6,,43510
24493,2012-08-01,3:50,EUR,L,French Final Manufacturing PMI,43.4,43.6,43.6,,58950
24494,2012-08-01,3:55,EUR,L,German Final Manufacturing PMI,43,43.4,43.3,,59008
24495,2012-08-01,4:00,EUR,L,Final Manufacturing PMI,44,44.1,44.1,,38506
24496,2012-08-01,4:30,GBP,H,Manufacturing PMI,45.4,48.6,48.4,48.6,38551
24497,2012-08-01,8:15,USD,H,ADP Non-Farm Employment Change,163K,121K,172K,176K,38337
24498,2012-08-01,9:00,USD,L,Final Manufacturing PMI,51.4,51.9,51.8,,43685
24499,2012-08-01,10:00,USD,H,ISM Manufacturing PMI,49.8,50.3,49.7,,38482
24500,2012-08-01,10:00,USD,L,Construction Spending m/m,0.40%,0.50%,1.60%,0.90%,40360
24501,2012-08-01,10:00,USD,L,ISM Manufacturing Prices,39.5,39.3,37,,38483
24502,2012-08-01,10:30,NZD,L,GDT Price Index,2.90%,,-1.20%,,56280
24503,2012-08-01,10:30,USD,M,Crude Oil Inventories,-6.5M,-1.5M,2.7M,,41626
24504,2012-08-01,14:13,USD,H,FOMC Statement,,,,,38413
24505,2012-08-01,14:13,USD,M,Federal Funds Rate,<0.25%,<0.25%,<0.25%,,38412
24506,2012-08-01,19:50,JPY,L,Monetary Base y/y,8.60%,6.20%,5.90%,,39162
24507,2012-08-01,21:00,NZD,L,ANZ Commodity Prices m/m,-0.50%,,-2.40%,,40074
24508,2012-08-01,21:30,AUD,H,Retail Sales m/m,1.00%,0.60%,0.80%,0.50%,39495
24509,2012-08-01,21:30,AUD,H,Trade Balance,0.01B,-0.36B,-0.31B,-0.29B,39496
24510,2012-08-01,23:45,JPY,L,10-y Bond Auction,0.77|2.6,,0.84|3.1,,49041
24511,2012-08-02,3:00,EUR,M,Spanish Unemployment Change,-27.8K,,-98.9K,,44035
24512,2012-08-02,3:15,CHF,H,Retail Sales y/y,3.70%,2.80%,6.40%,6.20%,39287
24513,2012-08-02,3:30,CHF,M,Manufacturing PMI,48.6,47.1,48.1,,38507
24514,2012-08-02,4:30,GBP,H,Construction PMI,50.9,48.2,48.2,,38550
24515,2012-08-02,4:46,EUR,H,Spanish 10-y Bond Auction,6.65|2.4,,6.43|3.2,,44116
24516,2012-08-02,5:00,EUR,L,PPI m/m,-0.50%,-0.30%,-0.50%,,41277
24517,2012-08-02,7:00,GBP,H,Asset Purchase Facility,375B,375B,375B,,38789
24518,2012-08-02,7:00,GBP,H,Official Bank Rate,0.50%,0.50%,0.50%,,38784
24519,2012-08-02,7:30,USD,L,Challenger Job Cuts y/y,-44.50%,,-9.40%,,38338
24520,2012-08-02,7:45,EUR,H,Minimum Bid Rate,0.75%,0.75%,0.75%,,38779
24521,2012-08-02,8:30,EUR,H,ECB Press Conference,,,,,38781
24522,2012-08-02,8:30,USD,H,Unemployment Claims,365K,375K,357K,353K,39830
24523,2012-08-02,10:00,USD,M,Factory Orders m/m,-0.50%,0.40%,0.50%,0.70%,41065
24524,2012-08-02,10:30,USD,L,Natural Gas Storage,28B,22B,26B,,39778
24525,2012-08-02,19:29,AUD,M,AIG Services Index,46.5,,48.8,,38442
24526,2012-08-02,21:00,CNY,L,Non-Manufacturing PMI,55.6,,56.7,,42259
24527,2012-08-02,22:30,CNY,L,Caixin Services PMI,53.1,,52.3,,54029
24528,2012-08-03,3:15,EUR,L,Spanish Services PMI,43.7,,43.4,,43952
24529,2012-08-03,3:45,EUR,L,Italian Services PMI,43,43.5,43.1,,43570
24530,2012-08-03,3:50,EUR,L,French Final Services PMI,50,50.2,50.2,,59183
24531,2012-08-03,3:55,EUR,L,German Final Services PMI,50.3,49.7,49.7,,59195
24532,2012-08-03,4:00,EUR,L,Final Services PMI,47.9,47.6,47.6,,38523
24533,2012-08-03,4:30,GBP,H,Services PMI,51,51.6,51.3,,38549
24534,2012-08-03,5:00,EUR,M,Retail Sales m/m,0.10%,0.10%,0.80%,0.60%,41289
24535,2012-08-03,8:30,USD,H,Non-Farm Employment Change,163K,101K,64K,80K,38303
24536,2012-08-03,8:30,USD,H,Unemployment Rate,8.30%,8.20%,8.20%,,38302
24537,2012-08-03,8:30,USD,M,Average Hourly Earnings m/m,0.10%,0.20%,0.30%,,38304
24538,2012-08-03,10:00,USD,H,ISM Non-Manufacturing PMI,52.6,52.1,52.1,,38463
24539,2012-08-05,0:01,AUD,N,Bank Holiday [All Day],,,,,42001
24540,2012-08-05,20:30,AUD,L,MI Inflation Gauge m/m,0.20%,,-0.20%,,39235
24541,2012-08-05,21:30,AUD,M,ANZ Job Advertisements m/m,-0.80%,,-1.10%,-1.20%,39512
24542,2012-08-06,0:01,CAD,N,Bank Holiday [All Day],,,,,42019
24543,2012-08-06,1:00,JPY,L,Leading Indicators,92.60%,93.00%,95.20%,95.90%,38969
24544,2012-08-06,3:00,GBP,M,Halifax HPI m/m,-0.60%,-0.50%,0.80%,1.00%,39926
24545,2012-08-06,4:30,EUR,M,Sentix Investor Confidence,-30.3,-30.8,-29.6,,39873
24546,2012-08-06,9:00,USD,H,Fed Chairman Bernanke Speaks,,,,,44118
24547,2012-08-06,14:00,USD,L,Loan Officer Survey,,,,,39984
24548,2012-08-06,18:45,NZD,M,Labor Cost Index q/q,0.50%,0.60%,0.50%,,40097
24549,2012-08-06,19:00,GBP,M,BRC Retail Sales Monitor y/y,0.10%,,1.40%,,40204
24550,2012-08-06,19:30,AUD,L,AIG Construction Index,32.6,,34.8,,38443
24551,2012-08-07,0:30,AUD,H,Cash Rate,3.50%,3.50%,3.50%,,38369
24552,2012-08-07,0:30,AUD,H,RBA Rate Statement,,,,,38370
24553,2012-08-07,1:45,CHF,L,Unemployment Rate,2.90%,2.90%,2.90%,,39335
24554,2012-08-07,3:00,CHF,H,Foreign Currency Reserves,406.5B,,365.1B,364.9B,42074
24555,2012-08-07,3:15,CHF,H,CPI m/m,-0.50%,-0.50%,-0.30%,,39270
24556,2012-08-07,4:00,EUR,M,Italian Industrial Production m/m,-1.40%,-1.00%,1.00%,0.80%,40848
24557,2012-08-07,4:30,GBP,H,Manufacturing Production m/m,-2.90%,-4.00%,1.20%,,40468
24558,2012-08-07,4:30,GBP,L,Industrial Production m/m,-2.50%,-3.30%,1.00%,,40469
24559,2012-08-07,4:59,EUR,M,Italian Prelim GDP q/q,-0.70%,-0.70%,-0.80%,,40863
24560,2012-08-07,6:00,EUR,M,German Factory Orders m/m,-1.70%,-0.90%,0.70%,0.60%,40763
24561,2012-08-07,8:30,CAD,H,Building Permits m/m,-2.50%,-3.50%,7.10%,7.40%,41850
24562,2012-08-07,10:00,CAD,H,Ivey PMI,62.8,52,49,,40173
24563,2012-08-07,10:00,GBP,M,NIESR GDP Estimate,-0.20%,,-0.70%,-0.20%,40548
24564,2012-08-07,10:00,USD,L,JOLTS Job Openings,3.76M,3.72M,3.66M,3.64M,49337
24565,2012-08-07,14:30,USD,M,Fed Chairman Bernanke Speaks,,,,,44119
24566,2012-08-07,15:00,USD,L,Consumer Credit m/m,6.5B,11.5B,16.7B,17.1B,41153
24567,2012-08-07,19:50,JPY,H,Current Account,0.77T,0.75T,0.28T,,38931
24568,2012-08-07,19:50,JPY,L,Bank Lending y/y,0.70%,,0.60%,0.70%,38933
24569,2012-08-07,21:30,AUD,M,Home Loans m/m,1.30%,2.10%,-0.90%,-1.20%,39548
24570,2012-08-08,1:00,JPY,L,Economy Watchers Sentiment,44.2,44.5,43.8,,39119
24571,2012-08-08,1:44,CHF,M,SECO Consumer Climate,-17,-4,-8,,39342
24572,2012-08-08,2:00,EUR,L,German Trade Balance,16.2B,14.9B,15.3B,15.0B,39375
24573,2012-08-08,2:45,EUR,L,French Trade Balance,-6.0B,-5.1B,-5.5B,-5.3B,39406
24574,2012-08-08,5:30,GBP,H,BOE Gov King Speaks,,,,,44124
24575,2012-08-08,5:30,GBP,H,BOE Inflation Report,,,,,41514
24576,2012-08-08,5:34,EUR,M,German 10-y Bond Auction,1.42|1.8,,1.31|1.5,,42375
24577,2012-08-08,6:00,EUR,M,German Industrial Production m/m,-0.90%,-0.80%,1.70%,1.60%,40764
24578,2012-08-08,6:20,CAD,M,BOC Gov Carney Speaks,,,,,44123
24579,2012-08-08,8:30,USD,M,Prelim Nonfarm Productivity q/q,1.60%,1.50%,-0.90%,-0.50%,41034
24580,2012-08-08,8:30,USD,M,Prelim Unit Labor Costs q/q,1.70%,0.50%,1.30%,2.00%,41035
24581,2012-08-08,10:30,USD,M,Crude Oil Inventories,-3.7M,-0.6M,-6.5M,,41627
24582,2012-08-08,13:00,USD,M,10-y Bond Auction,1.68|2.5,,1.46|3.6,,42340
24583,2012-08-08,18:45,NZD,H,Employment Change q/q,-0.10%,0.30%,0.40%,,40116
24584,2012-08-08,18:45,NZD,H,Unemployment Rate,6.80%,6.50%,6.70%,,40115
24585,2012-08-08,19:50,JPY,L,M2 Money Stock y/y,2.20%,2.30%,2.20%,,38932
24586,2012-08-08,19:50,JPY,M,Core Machinery Orders m/m,5.60%,11.10%,-14.80%,,38956
24587,2012-08-08,21:30,AUD,H,Employment Change,14.0K,10.2K,-28.3K,-27.0K,39531
24588,2012-08-08,21:30,AUD,H,Unemployment Rate,5.20%,5.30%,5.30%,5.20%,39532
24589,2012-08-08,21:30,CNY,H,CPI y/y,1.80%,1.70%,2.20%,,39635
24590,2012-08-08,21:30,CNY,M,PPI y/y,-2.90%,-2.50%,-2.10%,,39636
24591,2012-08-08,23:19,JPY,H,Monetary Policy Statement,,,,,41495
24592,2012-08-08,23:19,JPY,H,Overnight Call Rate,<0.10%,<0.10%,<0.10%,,41494
24593,2012-08-09,0:00,NZD,M,REINZ HPI m/m,-0.70%,,0.30%,,40144
24594,2012-08-09,1:00,JPY,L,Consumer Confidence,39.7,40.8,40.4,,39120
24595,2012-08-09,1:30,CNY,L,Retail Sales y/y,13.10%,13.60%,13.70%,,39638
24596,2012-08-09,1:30,CNY,M,Fixed Asset Investment ytd/y,20.40%,20.50%,20.40%,,39637
24597,2012-08-09,1:30,CNY,M,Industrial Production y/y,9.20%,9.80%,9.50%,,39634
24598,2012-08-09,2:02,JPY,L,Prelim Machine Tool Orders y/y,-6.80%,,-15.50%,,39073
24599,2012-08-09,3:39,JPY,H,BOJ Press Conference,,,,,41496
24600,2012-08-09,4:00,EUR,L,Italian Trade Balance,2.52B,0.97B,1.01B,,40815
24601,2012-08-09,4:00,EUR,M,ECB Monthly Bulletin,,,,,41434
24602,2012-08-09,4:30,GBP,M,Trade Balance,-10.1B,-8.5B,-8.4B,,40262
24603,2012-08-09,5:00,GBP,L,CB Leading Index m/m,-0.30%,,-0.80%,,41736
24604,2012-08-09,8:15,CAD,M,Housing Starts,209K,212K,222K,223K,41698
24605,2012-08-09,8:30,CAD,H,Trade Balance,-1.8B,-0.9B,-1.0B,-0.8B,40885
24606,2012-08-09,8:30,CAD,M,NHPI m/m,0.20%,0.30%,0.30%,,41886
24607,2012-08-09,8:30,USD,H,Trade Balance,-42.9B,-47.4B,-48.0B,-48.7B,40883
24608,2012-08-09,8:30,USD,H,Unemployment Claims,361K,371K,367K,365K,39831
24609,2012-08-09,10:00,USD,L,Wholesale Inventories m/m,-0.20%,0.30%,0.00%,0.30%,41165
24610,2012-08-09,10:00,USD,M,Mortgage Delinquencies,7.58%,,7.40%,,41131
24611,2012-08-09,10:30,USD,L,Natural Gas Storage,24B,30B,28B,,39779
24612,2012-08-09,13:00,USD,L,30-y Bond Auction,2.83|2.4,,2.58|2.7,,42950
24613,2012-08-09,19:50,JPY,L,PPI y/y,-2.10%,-1.50%,-1.40%,-1.30%,38988
24614,2012-08-09,21:30,AUD,H,RBA Monetary Policy Statement,,,,,38371
24615,2012-08-09,23:00,CNY,H,Trade Balance,25.1B,35.1B,31.7B,,39705
24616,2012-08-10,0:30,JPY,L,Revised Industrial Production m/m,0.40%,-0.10%,-0.10%,,39054
24617,2012-08-10,1:00,CNY,L,M2 Money Supply y/y,13.90%,13.80%,13.60%,,39680
24618,2012-08-10,1:00,CNY,M,New Loans,540B,701B,920B,,39682
24619,2012-08-10,1:00,JPY,L,BOJ Monthly Report,,,,,39155
24620,2012-08-10,2:00,EUR,L,German Final CPI m/m,0.40%,0.40%,0.40%,,40728
24621,2012-08-10,2:45,EUR,L,French Gov Budget Balance,-56.7B,,-69.6B,,39407
24622,2012-08-10,2:45,EUR,M,French Industrial Production m/m,0.00%,0.40%,-2.10%,-1.90%,39423
24623,2012-08-10,4:30,GBP,H,PPI Input m/m,1.30%,1.40%,-2.90%,-2.20%,40263
24624,2012-08-10,4:30,GBP,L,PPI Output m/m,0.00%,0.10%,-0.60%,-0.40%,40264
24625,2012-08-10,8:30,CAD,H,Employment Change,-30.4K,9.6K,7.3K,,41930
24626,2012-08-10,8:30,CAD,H,Unemployment Rate,7.30%,7.20%,7.20%,,41929
24627,2012-08-10,8:30,USD,M,Import Prices m/m,-0.60%,0.10%,-2.40%,-2.70%,41053
24628,2012-08-10,13:59,USD,M,Federal Budget Balance,-69.6B,-103.0B,-59.7B,,39993
24629,2012-08-12,18:52,NZD,L,FPI m/m,0.20%,,1.40%,,40089
24630,2012-08-12,19:50,JPY,L,Prelim GDP Price Index y/y,-1.10%,-0.80%,-1.30%,-1.20%,38891
24631,2012-08-12,19:50,JPY,M,Prelim GDP q/q,0.30%,0.60%,1.20%,1.00%,38890
24632,2012-08-13,2:00,EUR,L,German WPI m/m,0.30%,0.00%,-1.10%,,39902
24633,2012-08-13,18:45,NZD,H,Core Retail Sales q/q,0.90%,1.00%,-1.40%,-2.50%,40016
24634,2012-08-13,18:45,NZD,M,Retail Sales q/q,1.30%,0.70%,-0.60%,-1.50%,40015
24635,2012-08-13,19:01,GBP,M,RICS House Price Balance,-24%,-23%,-22%,,40625
24636,2012-08-13,19:50,JPY,M,Monetary Policy Meeting Minutes,,,,,41560
24637,2012-08-13,19:50,JPY,M,Tertiary Industry Activity m/m,0.10%,-0.30%,0.90%,0.70%,39012
24638,2012-08-13,21:30,AUD,M,NAB Business Confidence,4,,-3,,39247
24639,2012-08-13,21:30,AUD,M,New Motor Vehicle Sales m/m,-0.80%,,-1.00%,-0.60%,39472
24640,2012-08-14,1:30,EUR,L,French CPI m/m,-0.40%,-0.20%,0.00%,,40779
24641,2012-08-14,1:30,EUR,M,French Prelim GDP q/q,0.00%,-0.10%,0.00%,,40787
24642,2012-08-14,2:00,EUR,M,German Prelim GDP q/q,0.30%,0.20%,0.50%,,40709
24643,2012-08-14,2:45,EUR,M,French Prelim Non-Farm Payrolls q/q,-0.10%,-0.10%,0.10%,,40301
24644,2012-08-14,3:15,CHF,M,PPI m/m,-0.30%,-0.20%,-0.30%,,39271
24645,2012-08-14,4:30,GBP,H,CPI y/y,2.60%,2.30%,2.40%,,40266
24646,2012-08-14,4:30,GBP,L,Core CPI y/y,2.30%,2.10%,2.10%,,40267
24647,2012-08-14,4:30,GBP,L,HPI y/y,2.30%,2.70%,2.30%,,39927
24648,2012-08-14,4:30,GBP,M,RPI y/y,3.20%,2.80%,2.80%,,40268
24649,2012-08-14,5:00,EUR,H,German ZEW Economic Sentiment,-25.5,-19.4,-19.6,,39874
24650,2012-08-14,5:00,EUR,M,Flash GDP q/q,-0.20%,-0.20%,0.00%,,41265
24651,2012-08-14,5:00,EUR,M,Industrial Production m/m,-0.60%,-0.50%,0.90%,0.60%,41253
24652,2012-08-14,5:00,EUR,M,ZEW Economic Sentiment,-21.2,-19.1,-22.3,,39875
24653,2012-08-14,7:30,USD,L,NFIB Small Business Index,91.2,91.7,91.4,,48405
24654,2012-08-14,8:30,USD,H,Core Retail Sales m/m,0.80%,0.40%,-0.80%,-0.40%,40992
24655,2012-08-14,8:30,USD,H,PPI m/m,0.30%,0.30%,0.10%,,40942
24656,2012-08-14,8:30,USD,H,Retail Sales m/m,0.80%,0.30%,-0.70%,-0.50%,40990
24657,2012-08-14,8:30,USD,M,Core PPI m/m,0.40%,0.20%,0.20%,,40944
24658,2012-08-14,10:00,USD,L,IBD/TIPP Economic Optimism,45.6,47.4,47,,41241
24659,2012-08-14,10:00,USD,M,Business Inventories m/m,0.10%,0.20%,0.30%,,41177
24660,2012-08-14,20:30,AUD,M,Westpac Consumer Sentiment,-2.50%,,3.70%,,39214
24661,2012-08-14,21:30,AUD,M,Wage Price Index q/q,1.00%,0.80%,0.90%,,39576
24662,2012-08-15,0:01,EUR,N,French Bank Holiday [All Day],,,,,42085
24663,2012-08-15,0:01,EUR,N,Italian Bank Holiday [All Day],,,,,42094
24664,2012-08-15,4:30,GBP,H,Claimant Count Change,-5.9K,6.2K,1.0K,6.1K,40439
24665,2012-08-15,4:30,GBP,H,MPC Asset Purchase Facility Votes,0-0-9,0-0-9,7-0-2,,49167
24666,2012-08-15,4:30,GBP,H,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9,,40504
24667,2012-08-15,4:30,GBP,L,Average Earnings Index 3m/y,1.60%,1.80%,1.50%,,40441
24668,2012-08-15,4:30,GBP,M,Unemployment Rate,8.00%,8.10%,8.10%,,40440
24669,2012-08-15,8:30,USD,H,Core CPI m/m,0.10%,0.20%,0.20%,,40968
24670,2012-08-15,8:30,USD,M,CPI m/m,0.00%,0.20%,0.00%,,40966
24671,2012-08-15,8:30,USD,M,Empire State Manufacturing Index,-5.9,6.6,7.4,,41585
24672,2012-08-15,9:00,USD,M,TIC Long-Term Purchases,9.3B,41.5B,55.9B,55.0B,39967
24673,2012-08-15,9:15,USD,M,Capacity Utilization Rate,79.30%,79.30%,78.90%,,40345
24674,2012-08-15,9:15,USD,M,Industrial Production m/m,0.60%,0.50%,0.10%,0.40%,40344
24675,2012-08-15,10:00,USD,L,NAHB Housing Market Index,37,34,35,,40397
24676,2012-08-15,10:30,NZD,L,GDT Price Index,8.00%,,2.90%,,56281
24677,2012-08-15,10:30,USD,M,Crude Oil Inventories,-3.7M,-2.0M,-3.7M,,41628
24678,2012-08-15,18:30,NZD,L,Business NZ Manufacturing Index,49.4,,50,50.2,38681
24679,2012-08-15,20:59,AUD,M,MI Inflation Expectations,2.40%,,3.30%,,39213
24680,2012-08-15,21:57,CNY,L,Foreign Direct Investment ytd/y,-3.60%,,-3.00%,,39706
24681,2012-08-16,1:45,AUD,M,RBA Assist Gov Debelle Speaks,,,,,44126
24682,2012-08-16,4:30,GBP,H,Retail Sales m/m,0.30%,0.00%,0.80%,0.10%,40265
24683,2012-08-16,5:00,CHF,M,ZEW Economic Expectations,-33.3,,-42.5,,39351
24684,2012-08-16,5:00,EUR,M,Final Core CPI y/y,1.70%,1.70%,1.60%,,41393
24685,2012-08-16,5:00,EUR,M,Final CPI y/y,2.40%,2.40%,2.40%,,41392
24686,2012-08-16,8:30,CAD,M,Foreign Securities Purchases,-7.89B,10.67B,26.11B,,41790
24687,2012-08-16,8:30,CAD,M,Manufacturing Sales m/m,-0.40%,0.30%,0.00%,-0.40%,41898
24688,2012-08-16,8:30,USD,H,Building Permits,0.81M,0.77M,0.76M,,41121
24689,2012-08-16,8:30,USD,H,Unemployment Claims,366K,365K,364K,361K,44125
24690,2012-08-16,8:30,USD,M,Housing Starts,0.75M,0.76M,0.75M,0.76M,41119
24691,2012-08-16,10:00,USD,H,Philly Fed Manufacturing Index,-7.1,-4.7,-12.9,,41574
24692,2012-08-16,10:30,CAD,L,BOC Review,,,,,41422
24693,2012-08-16,10:30,USD,L,Natural Gas Storage,20B,25B,24B,,39780
24694,2012-08-16,18:45,NZD,H,PPI Input q/q,0.60%,-0.20%,0.30%,,40107
24695,2012-08-16,18:45,NZD,L,PPI Output q/q,0.30%,-0.20%,-0.10%,,40108
24696,2012-08-17,2:00,EUR,M,German PPI m/m,0.00%,0.40%,-0.40%,,40744
