no,Date,Time,Currency,Impact,News description,Actual,Forecast,Previous,Revised from,FF event ID
2264,2007-07-25,17:00,NZD,H,RBNZ Rate Statement,,,,,7995
2265,2007-07-25,17:15,USD,L,FOMC Member Geithner Speaks,,,,,5086
2266,2007-07-25,19:50,JPY,L,SPPI y/y,1.40%,1.40%,1.40%,,5063
2267,2007-07-26,2:00,GBP,M,Nationwide HPI m/m,0.10%,0.50%,1.10%,,5079
2268,2007-07-26,4:00,EUR,H,German Ifo Business Climate,106.4,106.5,107,,5058
2269,2007-07-26,4:00,EUR,L,M3 Money Supply y/y,10.90%,10.70%,10.60%,10.70%,5080
2270,2007-07-26,4:00,EUR,L,Private Loans y/y,10.80%,10.40%,10.40%,10.30%,11275
2271,2007-07-26,4:30,GBP,M,BBA Mortgage Approvals,75.3K,,77.4K,,5052
2272,2007-07-26,8:30,USD,H,Core Durable Goods Orders m/m,-0.50%,0.50%,-0.20%,-1.00%,5042
2273,2007-07-26,8:30,USD,L,Unemployment Claims,301K,310K,303K,301K,5043
2274,2007-07-26,8:30,USD,M,Durable Goods Orders m/m,1.40%,1.90%,-2.30%,-2.80%,5041
2275,2007-07-26,10:00,USD,H,New Home Sales,834K,900K,893K,915K,5044
2276,2007-07-26,10:30,USD,L,Natural Gas Storage,71B,70B,65B,,8297
2277,2007-07-26,18:45,NZD,H,Trade Balance,-524M,-300M,11M,9M,5073
2278,2007-07-26,19:30,JPY,L,National Core CPI y/y,-0.10%,-0.10%,-0.10%,,5064
2279,2007-07-26,19:30,JPY,M,Tokyo Core CPI y/y,-0.10%,-0.10%,-0.10%,,5066
2280,2007-07-26,19:50,JPY,M,Retail Sales y/y,-0.40%,0.50%,0.10%,,5067
2281,2007-07-27,0:01,EUR,M,German Prelim CPI m/m [All Day],0.40%,0.40%,0.10%,,5081
2282,2007-07-27,2:00,EUR,L,GfK German Consumer Climate,8.7,8.5,8.5,8.4,5060
2283,2007-07-27,3:00,EUR,L,Spanish Unemployment Rate,8.00%,8.20%,8.50%,,43863
2284,2007-07-27,5:30,CHF,M,KOF Economic Barometer,2.13,2,2.08,1.98,5061
2285,2007-07-27,8:30,USD,H,Advance GDP q/q,3.40%,3.20%,0.70%,1.30%,5045
2286,2007-07-27,8:30,USD,M,Advance GDP Price Index q/q,2.70%,3.40%,4.20%,4.00%,5046
2287,2007-07-27,10:00,USD,L,Revised UoM Inflation Expectations,3.40%,,3.30%,,9975
2288,2007-07-27,10:00,USD,M,Revised UoM Consumer Sentiment,90.4,91.5,92.4,,5047
2289,2007-07-28,0:01,JPY,L,Upper House Elections [All Day],,,,,49394
2290,2007-07-29,18:45,NZD,M,Building Consents m/m,15.80%,,5.80%,5.50%,5138
2291,2007-07-29,19:50,JPY,M,Prelim Industrial Production m/m,1.20%,0.80%,-0.30%,-0.40%,5147
2292,2007-07-29,21:30,AUD,L,NAB Quarterly Business Confidence,12,,10,,5140
2293,2007-07-29,21:30,AUD,M,HIA New Home Sales m/m,-0.80%,,-4.40%,,14459
2294,2007-07-30,4:00,EUR,L,Retail PMI,46.2,,48.2,,43582
2295,2007-07-30,4:30,GBP,L,Mortgage Approvals,114K,110K,114K,,5113
2296,2007-07-30,4:30,GBP,L,Net Lending to Individuals m/m,10.4B,9.5B,9.6B,9.5B,5114
2297,2007-07-30,8:30,CAD,L,IPPI m/m,-1.30%,-0.50%,-0.50%,,5108
2298,2007-07-30,8:30,CAD,M,RMPI m/m,0.60%,-0.50%,-0.20%,,5109
2299,2007-07-30,19:30,JPY,L,Final Manufacturing PMI,49,,50.4,,5149
2300,2007-07-30,19:30,JPY,L,Household Spending y/y,0.10%,0.60%,0.40%,,5148
2301,2007-07-30,19:30,JPY,L,Unemployment Rate,3.70%,3.80%,3.80%,,5150
2302,2007-07-30,21:30,AUD,H,Building Approvals m/m,7.50%,1.80%,-5.70%,-5.60%,5141
2303,2007-07-30,21:30,AUD,M,Private Sector Credit m/m,1.80%,1.20%,1.30%,1.20%,11301
2304,2007-07-30,21:30,JPY,L,Average Cash Earnings y/y,-1.10%,0.10%,-0.20%,-0.60%,5151
2305,2007-07-30,22:17,NZD,M,ANZ Business Confidence,-39,,-37.2,,5139
2306,2007-07-31,1:00,JPY,L,Housing Starts y/y,6.00%,-3.50%,-10.70%,,5152
2307,2007-07-31,2:00,EUR,M,German Retail Sales m/m,0.70%,1.50%,-2.50%,2.60%,5162
2308,2007-07-31,3:53,EUR,M,German Unemployment Change,-50K,-50K,-47K,,5128
2309,2007-07-31,4:00,CHF,M,UBS Consumption Indicator,2.31,,2.1,2.09,5124
2310,2007-07-31,5:00,EUR,L,Consumer Confidence,-2,-2,-2,,5131
2311,2007-07-31,5:00,EUR,L,CPI Flash Estimate y/y,1.80%,2.00%,1.90%,,5129
2312,2007-07-31,5:00,EUR,L,Italian Prelim CPI m/m,0.20%,0.20%,0.20%,,5132
2313,2007-07-31,5:00,EUR,L,Unemployment Rate,6.90%,6.90%,7.00%,,5130
2314,2007-07-31,5:30,GBP,L,GfK Consumer Confidence,-6,-3,-3,,5116
2315,2007-07-31,6:00,GBP,M,CBI Realized Sales,18,16,17,,5117
2316,2007-07-31,8:30,CAD,H,GDP m/m,0.30%,0.40%,0.00%,,5110
2317,2007-07-31,8:30,USD,H,Core PCE Price Index m/m,0.10%,0.20%,0.10%,,5089
2318,2007-07-31,8:30,USD,L,Personal Income m/m,0.40%,0.50%,0.40%,,5091
2319,2007-07-31,8:30,USD,M,Employment Cost Index q/q,0.90%,1.00%,0.80%,,5092
2320,2007-07-31,8:30,USD,M,Personal Spending m/m,0.10%,0.10%,0.60%,0.50%,5090
2321,2007-07-31,9:00,USD,L,S+P/CS Composite-20 HPI y/y,-2.80%,-2.90%,-2.10%,-1.40%,10007
2322,2007-07-31,9:45,USD,M,Chicago PMI,53.4,59,60.2,,5093
2323,2007-07-31,10:00,USD,H,CB Consumer Confidence,112.6,105,105.3,103.9,5094
2324,2007-07-31,10:00,USD,L,Construction Spending m/m,-0.30%,0.10%,1.10%,0.90%,5095
2325,2007-07-31,19:01,GBP,L,Nationwide Consumer Confidence,96,94,95,,5119
2326,2007-07-31,19:30,AUD,L,AIG Manufacturing Index,57.4,,53.1,,5142
2327,2007-07-31,21:00,CNY,H,Manufacturing PMI,53.3,,54.5,,18337
2328,2007-07-31,21:30,AUD,H,Retail Sales m/m,1.40%,1.00%,-0.30%,-0.10%,5143
2329,2007-07-31,21:30,AUD,H,Trade Balance,-1.75B,-1.18B,-0.97B,-0.81B,5144
2330,2007-07-31,22:30,CNY,M,Caixin Final Manufacturing PMI,53.2,,55,,18332
2331,2007-08-01,0:01,CHF,N,Bank Holiday [All Day],,,,,12054
2332,2007-08-01,0:01,USD,L,Total Vehicle Sales [All Day],15.3M,16.0M,15.7M,,5100
2333,2007-08-01,2:30,AUD,M,Commodity Prices y/y,4.40%,,7.30%,6.30%,10303
2334,2007-08-01,3:15,EUR,L,Spanish Manufacturing PMI,53.2,,55.1,,43796
2335,2007-08-01,3:45,EUR,L,Italian Manufacturing PMI,53.3,53.6,54,,43442
2336,2007-08-01,4:00,EUR,L,Final Manufacturing PMI,54.9,54.8,54.8,,5134
2337,2007-08-01,4:30,GBP,M,Manufacturing PMI,55.7,54,54.7,54.3,5161
2338,2007-08-01,5:30,GBP,L,BRC Shop Price Index y/y,0.60%,,0.50%,,5120
2339,2007-08-01,7:30,USD,L,Challenger Job Cuts y/y,-25.80%,,32.40%,,8628
2340,2007-08-01,8:15,USD,M,ADP Non-Farm Employment Change,48K,103K,108K,150K,5096
2341,2007-08-01,10:00,USD,H,ISM Manufacturing PMI,53.8,55.7,56,,5097
2342,2007-08-01,10:00,USD,H,Pending Home Sales m/m,5.00%,-0.50%,-3.70%,-3.50%,5160
2343,2007-08-01,10:00,USD,L,FOMC Member Kroszner Speaks,,,,,9189
2344,2007-08-01,10:00,USD,L,ISM Manufacturing Prices,65,66.5,68,,5098
2345,2007-08-01,10:30,USD,L,Crude Oil Inventories,-6.5M,-1.0M,-1.1M,,5099
2346,2007-08-01,19:50,JPY,L,Monetary Base y/y,-2.30%,-3.50%,-4.10%,,5153
2347,2007-08-01,23:45,JPY,L,10-y Bond Auction,1.81|2.7,,1.88|2.7,,48981
2348,2007-08-02,3:00,EUR,L,Spanish Unemployment Change,4.5K,,-7.4K,,43975
2349,2007-08-02,3:00,GBP,H,Halifax HPI m/m,0.70%,0.60%,0.40%,,9349
2350,2007-08-02,3:30,CHF,M,Manufacturing PMI,63,62,62.8,,5125
2351,2007-08-02,4:30,GBP,L,Construction PMI,61.8,59,60.1,,5121
2352,2007-08-02,5:00,EUR,L,PPI m/m,0.10%,0.30%,0.30%,,5207
2353,2007-08-02,7:00,GBP,H,Official Bank Rate,5.75%,5.75%,5.75%,,5123
2354,2007-08-02,7:45,EUR,M,Minimum Bid Rate,4.00%,4.00%,4.00%,,5158
2355,2007-08-02,8:30,USD,H,FOMC Member Kroszner Speaks,,,,,9363
2356,2007-08-02,8:30,USD,M,Unemployment Claims,307K,315K,303K,301K,5101
2357,2007-08-02,9:10,EUR,H,ECB Press Conference,,,,,5208
2358,2007-08-02,10:00,USD,M,Factory Orders m/m,0.60%,1.20%,-0.50%,,5102
2359,2007-08-02,10:30,USD,L,Natural Gas Storage,77B,74B,71B,,8296
2360,2007-08-02,19:30,AUD,L,AIG Services Index,56,,54.9,,5146
2361,2007-08-02,20:30,AUD,L,MI Inflation Gauge m/m,0.60%,,0.20%,,5145
2362,2007-08-02,21:00,CNY,L,Non-Manufacturing PMI,61.8,,58.5,,42303
2363,2007-08-03,1:45,CHF,H,CPI m/m,-0.60%,-0.50%,0.10%,,5126
2364,2007-08-03,3:15,EUR,L,Spanish Services PMI,56.3,,55.3,,43892
2365,2007-08-03,3:45,EUR,L,Italian Services PMI,58.5,57.8,57.9,,43446
2366,2007-08-03,4:00,EUR,L,Final Services PMI,58.3,58.1,58.1,,5136
2367,2007-08-03,4:30,GBP,M,Services PMI,57,57.5,57.7,,5122
2368,2007-08-03,5:00,EUR,L,Retail Sales m/m,0.40%,0.80%,-0.70%,-0.50%,5137
2369,2007-08-03,8:30,CAD,M,Building Permits m/m,-0.40%,-9.00%,23.20%,21.40%,5111
2370,2007-08-03,8:30,USD,H,Non-Farm Employment Change,92K,135K,126K,132K,5103
2371,2007-08-03,8:30,USD,H,Unemployment Rate,4.60%,4.50%,4.50%,,5104
2372,2007-08-03,8:30,USD,M,Average Hourly Earnings m/m,0.30%,0.30%,0.40%,0.30%,5105
2373,2007-08-03,10:00,CAD,H,Ivey PMI,54.6,58,67.4,,5112
2374,2007-08-03,10:00,USD,H,ISM Non-Manufacturing PMI,55.8,59.5,60.7,,5106
2375,2007-08-05,18:45,NZD,H,Labor Cost Index q/q,0.70%,0.70%,0.70%,,5205
2376,2007-08-05,21:30,AUD,M,ANZ Job Advertisements m/m,-0.50%,,-0.80%,,19245
2377,2007-08-06,0:01,CAD,N,Bank Holiday [All Day],,,,,12246
2378,2007-08-06,1:00,JPY,L,Leading Indicators,80.00%,80.00%,40.90%,30.00%,5192
2379,2007-08-06,3:00,CHF,L,Foreign Currency Reserves,46.1B,,45.8B,,42194
2380,2007-08-06,4:00,EUR,L,Italian Industrial Production m/m,-0.50%,0.40%,0.80%,0.90%,5181
2381,2007-08-06,4:30,EUR,L,Sentix Investor Confidence,26.3,29.8,34.7,,11288
2382,2007-08-06,4:30,GBP,H,Manufacturing Production m/m,0.20%,0.20%,0.40%,,5175
2383,2007-08-06,4:30,GBP,L,Industrial Production m/m,0.10%,0.10%,0.60%,,5174
2384,2007-08-06,6:00,EUR,M,German Factory Orders m/m,4.60%,-0.40%,3.00%,3.20%,5182
2385,2007-08-06,19:01,GBP,L,NIESR GDP Estimate,0.80%,,0.80%,0.70%,5178
2386,2007-08-06,19:01,GBP,M,BRC Retail Sales Monitor y/y,1.20%,,3.00%,,5177
2387,2007-08-06,19:30,AUD,L,AIG Construction Index,48.8,,51.3,,10204
2388,2007-08-06,23:00,NZD,L,ANZ Commodity Prices m/m,4.70%,,6.20%,6.10%,5210
2389,2007-08-07,6:00,EUR,M,German Industrial Production m/m,-0.40%,0.40%,1.90%,,5183
2390,2007-08-07,8:30,USD,M,Prelim Nonfarm Productivity q/q,1.80%,2.10%,1.00%,1.70%,5163
2391,2007-08-07,8:30,USD,M,Prelim Unit Labor Costs q/q,2.10%,1.80%,1.80%,0.60%,5164
2392,2007-08-07,14:15,USD,H,Federal Funds Rate,5.25%,5.25%,5.25%,,5165
2393,2007-08-07,14:15,USD,H,FOMC Statement,,,,,7810
2394,2007-08-07,15:00,USD,L,Consumer Credit m/m,13.2B,5.5B,15.9B,12.9B,5166
2395,2007-08-07,19:30,AUD,H,Cash Rate,6.50%,6.50%,6.25%,,5200
2396,2007-08-07,19:30,AUD,H,RBA Rate Statement,,,,,9599
2397,2007-08-07,19:50,JPY,L,Bank Lending y/y,0.30%,,0.70%,,11992
2398,2007-08-07,19:50,JPY,L,M2 Money Stock y/y,2.00%,1.80%,1.80%,,5194
2399,2007-08-07,19:50,JPY,M,Core Machinery Orders m/m,-10.40%,-1.00%,5.90%,,5193
2400,2007-08-07,21:30,AUD,L,HPI q/q,3.20%,2.70%,1.40%,1.10%,5202
2401,2007-08-07,21:30,AUD,M,Home Loans m/m,1.10%,1.80%,0.20%,0.10%,5201
2402,2007-08-08,1:00,JPY,L,Economy Watchers Sentiment,44.7,46,46,,5195
2403,2007-08-08,1:45,CHF,L,Unemployment Rate,2.70%,2.70%,2.70%,,5190
2404,2007-08-08,2:00,EUR,L,German Trade Balance,14.9B,17.2B,17.4B,17.6B,5184
2405,2007-08-08,2:00,JPY,L,Prelim Machine Tool Orders y/y,18.20%,,3.00%,2.80%,5196
2406,2007-08-08,2:45,EUR,L,French Trade Balance,-3.0B,-2.8B,-3.2B,-3.0B,5185
2407,2007-08-08,5:30,GBP,H,BOE Gov King Speaks,,,,,13119
2408,2007-08-08,5:30,GBP,H,BOE Inflation Report,,,,,5179
2409,2007-08-08,10:00,USD,L,JOLTS Job Openings,4.31M,,4.10M,4.16M,49276
2410,2007-08-08,10:00,USD,L,Wholesale Inventories m/m,0.50%,0.40%,0.50%,,5167
2411,2007-08-08,10:30,USD,L,Crude Oil Inventories,-4.1M,-2.8M,-6.5M,,5209
2412,2007-08-08,13:00,USD,M,10-y Bond Auction,4.86|2.3,,5.23|2.6,,43065
2413,2007-08-08,18:45,NZD,H,Employment Change q/q,0.70%,0.60%,1.20%,,8598
2414,2007-08-08,18:45,NZD,H,Unemployment Rate,3.60%,3.70%,3.70%,3.80%,5206
2415,2007-08-08,21:30,AUD,H,Employment Change,21.8K,24.5K,9.0K,2.5K,5203
2416,2007-08-08,21:30,AUD,M,Unemployment Rate,4.30%,4.40%,4.30%,,5204
2417,2007-08-09,1:45,CHF,M,SECO Consumer Climate,15,23,20,,5191
2418,2007-08-09,4:30,GBP,H,Trade Balance,-6.3B,-6.5B,-6.4B,-6.3B,5180
2419,2007-08-09,5:00,EUR,M,ECB Monthly Bulletin,,,,,8467
2420,2007-08-09,6:00,GBP,L,10-y Bond Auction,5.23|1.7,,5.16|2.2,,43413
2421,2007-08-09,8:15,CAD,H,Housing Starts,216K,223K,225K,226K,5170
2422,2007-08-09,8:30,CAD,L,NHPI m/m,0.70%,0.60%,1.10%,,5171
2423,2007-08-09,8:30,USD,M,Unemployment Claims,316K,310K,309K,307K,5168
2424,2007-08-09,10:30,USD,L,Natural Gas Storage,42B,50B,77B,,8295
2425,2007-08-09,13:00,USD,L,30-y Bond Auction,5.06|1.6,,4.84|2.0,,43391
2426,2007-08-09,19:50,JPY,L,PPI y/y,2.10%,2.20%,2.30%,,5197
2427,2007-08-09,22:00,CNY,L,M2 Money Supply y/y,18.50%,17.10%,17.10%,,24243
2428,2007-08-09,22:00,CNY,M,New Loans,231B,,452B,,24338
2429,2007-08-09,22:00,CNY,M,PPI y/y,2.40%,2.60%,2.50%,,18564
2430,2007-08-10,0:20,CNY,H,Trade Balance,24.4B,23.1B,26.9B,,18400
2431,2007-08-10,0:30,JPY,L,Revised Industrial Production m/m,1.30%,1.20%,1.20%,,5198
2432,2007-08-10,1:00,JPY,L,Consumer Confidence,44.4,45,45,,5199
2433,2007-08-10,2:45,EUR,L,French Gov Budget Balance,-29.7B,,-49.6B,,5187
2434,2007-08-10,2:45,EUR,M,French Industrial Production m/m,-0.50%,0.40%,0.50%,0.40%,5186
2435,2007-08-10,4:00,EUR,L,Italian Prelim GDP q/q,0.10%,0.40%,0.30%,,5188
2436,2007-08-10,7:00,CAD,H,Employment Change,11.3K,21.0K,34.8K,,5172
2437,2007-08-10,7:00,CAD,H,Unemployment Rate,6.00%,6.10%,6.10%,,5173
2438,2007-08-10,8:30,USD,M,Import Prices m/m,1.50%,1.00%,0.90%,1.00%,5169
2439,2007-08-10,14:00,USD,M,Federal Budget Balance,-36.3B,-35.0B,27.5B,,10900
2440,2007-08-12,18:45,NZD,L,FPI m/m,1.20%,,0.00%,,5266
2441,2007-08-12,19:50,JPY,H,Prelim GDP q/q,0.10%,0.20%,0.80%,0.60%,5257
2442,2007-08-12,19:50,JPY,L,Current Account,2.05T,2.19T,2.23T,,5259
2443,2007-08-12,19:50,JPY,M,Prelim GDP Price Index y/y,-0.30%,-0.40%,-0.30%,-0.20%,5258
2444,2007-08-12,21:30,AUD,H,RBA Monetary Policy Statement,,,,,5261
2445,2007-08-12,22:00,CNY,M,CPI y/y,5.60%,4.60%,4.40%,,18534
2446,2007-08-12,22:20,CNY,L,Foreign Direct Investment ytd/y,12.90%,,12.20%,,19289
2447,2007-08-13,2:00,EUR,L,German WPI m/m,0.40%,0.10%,0.10%,,5273
2448,2007-08-13,4:30,GBP,H,PPI Input m/m,-0.50%,0.70%,0.60%,,5235
2449,2007-08-13,4:30,GBP,L,HPI y/y,12.10%,11.10%,10.80%,10.90%,9331
2450,2007-08-13,4:30,GBP,L,PPI Output m/m,0.20%,0.30%,0.20%,,5236
2451,2007-08-13,8:30,USD,H,Core Retail Sales m/m,0.40%,0.30%,-0.20%,-0.40%,5212
2452,2007-08-13,8:30,USD,H,Retail Sales m/m,0.30%,0.30%,-0.70%,-0.90%,5211
2453,2007-08-13,10:00,USD,M,Business Inventories m/m,0.40%,0.40%,0.50%,,5213
2454,2007-08-13,10:30,GBP,L,CB Leading Index m/m,0.20%,,0.10%,,5237
2455,2007-08-13,14:00,USD,L,Loan Officer Survey,,,,,24066
2456,2007-08-13,18:45,NZD,H,Core Retail Sales m/m,-0.50%,0.20%,0.50%,0.80%,5268
2457,2007-08-13,18:45,NZD,H,Retail Sales m/m,-0.40%,0.40%,1.00%,1.20%,5267
2458,2007-08-13,18:45,NZD,L,Core Retail Sales q/q,-0.80%,,3.60%,3.70%,37729
2459,2007-08-13,18:45,NZD,L,Retail Sales q/q,-0.60%,0.20%,3.90%,3.80%,37712
2460,2007-08-13,19:01,GBP,M,RICS House Price Balance,13%,9%,10%,11%,5238
2461,2007-08-13,19:50,JPY,M,Tertiary Industry Activity m/m,0.10%,-0.20%,-0.10%,,5260
2462,2007-08-13,21:30,AUD,L,NAB Business Confidence,12,,15,,5262
2463,2007-08-13,22:00,CNY,L,Retail Sales y/y,16.40%,16.30%,16.00%,,23260
2464,2007-08-14,2:00,EUR,H,German Prelim GDP q/q,0.30%,0.40%,0.50%,,5249
2465,2007-08-14,2:45,EUR,L,French CPI m/m,-0.20%,-0.20%,0.10%,,5251
2466,2007-08-14,2:50,EUR,L,French Prelim GDP q/q,0.30%,0.40%,0.50%,,5250
2467,2007-08-14,3:00,EUR,L,Spanish Flash GDP q/q,0.80%,0.80%,1.10%,1.00%,43745
2468,2007-08-14,4:30,GBP,H,CPI y/y,1.90%,2.30%,2.40%,,5239
2469,2007-08-14,4:30,GBP,M,Core CPI y/y,1.70%,2.00%,2.00%,,5240
2470,2007-08-14,4:30,GBP,M,RPI y/y,3.80%,4.30%,4.40%,,5241
2471,2007-08-14,5:00,EUR,M,Flash GDP q/q,0.30%,0.50%,0.70%,0.60%,5252
2472,2007-08-14,5:00,EUR,M,Industrial Production m/m,-0.10%,0.00%,1.00%,0.90%,5253
2473,2007-08-14,7:30,USD,L,NFIB Small Business Index,97.6,,96,,48345
2474,2007-08-14,8:30,CAD,H,Trade Balance,5.3B,5.6B,5.9B,,5230
2475,2007-08-14,8:30,USD,H,PPI m/m,0.60%,0.10%,-0.20%,,5214
2476,2007-08-14,8:30,USD,H,Trade Balance,-58.1B,-61.0B,-59.2B,-60.0B,5216
2477,2007-08-14,8:30,USD,M,Core PPI m/m,0.10%,0.20%,0.30%,,5215
2478,2007-08-14,10:00,USD,L,IBD/TIPP Economic Optimism,49.5,47,48.2,,9937
2479,2007-08-14,20:30,AUD,L,Westpac Consumer Sentiment,-8.10%,,-0.60%,,5263
2480,2007-08-14,21:30,AUD,M,Wage Price Index q/q,1.10%,1.00%,1.00%,,5264
2481,2007-08-14,22:00,CNY,H,Industrial Production y/y,18.00%,18.40%,19.40%,,18478
2482,2007-08-15,0:01,EUR,N,French Bank Holiday [All Day],,,,,12295
2483,2007-08-15,0:01,EUR,N,Italian Bank Holiday [All Day],,,,,12290
2484,2007-08-15,3:15,CHF,H,Retail Sales y/y,5.10%,5.00%,3.10%,,5256
2485,2007-08-15,4:30,GBP,H,Average Earnings Index 3m/y,3.30%,3.50%,3.50%,,5243
2486,2007-08-15,4:30,GBP,H,MPC Official Bank Rate Votes,0-0-9,0-0-9,6-0-3,,5242
2487,2007-08-15,4:30,GBP,L,Unemployment Rate,5.40%,5.40%,5.40%,,5245
2488,2007-08-15,4:30,GBP,M,Claimant Count Change,-8.5K,-9.8K,-14.1K,-13.8K,5244
2489,2007-08-15,5:11,EUR,L,German 10-y Bond Auction,4.32|1.9,,4.59|1.8,,43175
2490,2007-08-15,8:30,CAD,L,New Motor Vehicle Sales m/m,-1.20%,-1.00%,-0.70%,-0.80%,5232
2491,2007-08-15,8:30,CAD,M,Manufacturing Sales m/m,-1.80%,0.10%,-0.20%,-0.10%,5231
2492,2007-08-15,8:30,USD,H,Core CPI m/m,0.20%,0.20%,0.20%,,5218
2493,2007-08-15,8:30,USD,M,CPI m/m,0.10%,0.20%,0.20%,,5217
2494,2007-08-15,8:30,USD,M,Empire State Manufacturing Index,25.1,18,26.5,,5219
2495,2007-08-15,9:00,USD,H,TIC Long-Term Purchases,120.9B,64.0B,126.0B,126.1B,5220
2496,2007-08-15,9:15,USD,M,Capacity Utilization Rate,81.90%,81.80%,81.80%,81.70%,5222
2497,2007-08-15,9:15,USD,M,Industrial Production m/m,0.30%,0.30%,0.60%,0.50%,5221
2498,2007-08-15,10:30,USD,L,Crude Oil Inventories,-5.2M,-2.5M,-4.1M,,5226
2499,2007-08-15,13:00,USD,L,NAHB Housing Market Index,22,22,24,,5223
2500,2007-08-15,20:00,NZD,L,Business NZ Manufacturing Index,54.6,,50.6,50.4,9201
2501,2007-08-15,20:30,AUD,L,MI Inflation Expectations,3.80%,,3.50%,,10403
2502,2007-08-15,21:30,AUD,L,RBA Bulletin,,,,,5315
2503,2007-08-15,22:00,CNY,M,Fixed Asset Investment ytd/y,26.60%,26.80%,26.70%,,19733
2504,2007-08-16,2:00,EUR,L,German Final CPI m/m,0.40%,0.40%,0.40%,,5254
2505,2007-08-16,4:30,GBP,H,Retail Sales m/m,0.70%,0.10%,0.40%,0.20%,5246
2506,2007-08-16,5:00,EUR,L,Final Core CPI y/y,1.90%,1.90%,1.90%,,9521
2507,2007-08-16,5:00,EUR,L,Final CPI y/y,1.80%,1.80%,1.80%,,5255
2508,2007-08-16,8:30,CAD,M,Foreign Securities Purchases,-4.52B,1.23B,-2.65B,-3.11B,5233
2509,2007-08-16,8:30,USD,L,Unemployment Claims,322K,310K,316K,,5227
2510,2007-08-16,8:30,USD,M,Building Permits,1.37M,1.40M,1.41M,,5225
2511,2007-08-16,8:30,USD,M,Housing Starts,1.38M,1.41M,1.47M,,5224
2512,2007-08-16,10:30,CAD,L,BOC Review,,,,,13290
2513,2007-08-16,10:30,USD,L,Natural Gas Storage,21B,24B,42B,,8294
2514,2007-08-16,12:00,USD,M,Philly Fed Manufacturing Index,0,9,9.2,,5228
2515,2007-08-16,20:00,AUD,H,RBA Gov Stevens Speaks,,,,,5274
2516,2007-08-17,2:00,EUR,L,German PPI m/m,-0.10%,0.20%,0.20%,,5247
2517,2007-08-17,2:45,EUR,M,French Prelim Non-Farm Payrolls q/q,0.00%,0.50%,0.80%,0.70%,5248
2518,2007-08-17,8:15,USD,H,Fed Announcement,,,,,30085
2519,2007-08-17,8:30,CAD,M,Wholesale Sales m/m,0.20%,0.30%,0.80%,0.60%,5234
2520,2007-08-17,10:00,USD,H,Prelim UoM Consumer Sentiment,83.3,88.5,90.4,92.4,5229
2521,2007-08-17,10:00,USD,L,Prelim UoM Inflation Expectations,3.20%,,3.40%,3.30%,9956
2522,2007-08-19,18:45,NZD,L,Visitor Arrivals m/m,-1.80%,,0.60%,0.80%,5312
2523,2007-08-19,19:01,GBP,L,Rightmove HPI m/m,0.60%,,0.30%,,5287
2524,2007-08-20,3:15,CHF,M,PPI m/m,0.10%,0.30%,0.00%,,5301
2525,2007-08-20,4:30,GBP,L,M4 Money Supply m/m,1.00%,0.70%,0.70%,0.80%,5289
2526,2007-08-20,4:30,GBP,L,Public Sector Net Borrowing,-6.5B,-5.5B,7.0B,7.4B,5288
2527,2007-08-20,6:00,EUR,M,German Buba Monthly Report,,,,,50130
2528,2007-08-20,10:00,USD,L,CB Leading Index m/m,0.40%,0.30%,-0.30%,,5276
2529,2007-08-20,19:50,JPY,L,All Industries Activity m/m,0.20%,0.30%,-0.30%,,5305
2530,2007-08-20,23:00,NZD,L,Credit Card Spending y/y,7.80%,,9.20%,9.10%,5313
2531,2007-08-21,2:15,CHF,M,Trade Balance,1.57B,1.51B,1.65B,1.72B,5303
2532,2007-08-21,5:00,EUR,L,Trade Balance,5.2B,3.2B,3.9B,3.6B,5318
2533,2007-08-21,5:00,EUR,L,ZEW Economic Sentiment,-6.1,0,7.2,,5295
2534,2007-08-21,5:00,EUR,M,German ZEW Economic Sentiment,-6.9,-1,10.4,,5294
2535,2007-08-21,7:00,CAD,H,Core CPI m/m,0.10%,0.10%,0.00%,,5282
2536,2007-08-21,7:00,CAD,M,CPI m/m,0.10%,0.10%,-0.20%,,5281
2537,2007-08-21,8:30,CAD,H,Core Retail Sales m/m,-0.30%,-0.30%,2.10%,2.30%,5285
2538,2007-08-21,8:30,CAD,L,Leading Index m/m,0.40%,0.20%,0.30%,0.20%,5286
2539,2007-08-21,8:30,CAD,M,Retail Sales m/m,-0.90%,-0.50%,2.60%,2.80%,5284
2540,2007-08-21,19:50,JPY,L,Trade Balance,0.82T,0.76T,0.82T,,5306
2541,2007-08-21,20:30,AUD,L,MI Leading Index m/m,1.00%,,0.20%,,5310
2542,2007-08-21,21:30,AUD,L,New Motor Vehicle Sales m/m,0.60%,,2.20%,,5311
2543,2007-08-22,4:00,EUR,L,Current Account,5.9B,4.0B,-7.8B,-8.6B,5296
2544,2007-08-22,5:00,EUR,M,Industrial New Orders m/m,4.40%,1.90%,1.50%,1.70%,5297
2545,2007-08-22,6:00,GBP,M,CBI Industrial Order Expectations,9,-4,-6,,5320
2546,2007-08-22,10:30,USD,L,Crude Oil Inventories,1.9M,-2.8M,-5.2M,,5319
2547,2007-08-22,23:35,JPY,H,Overnight Call Rate,0.50%,0.50%,0.50%,,5307
2548,2007-08-23,2:00,EUR,L,German Final GDP q/q,0.30%,0.40%,0.30%,,8641
2549,2007-08-23,2:00,JPY,L,BOJ Monthly Report,,,,,11020
2550,2007-08-23,3:15,CHF,M,Employment Level,3.74M,3.71M,3.71M,,5302
